GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
218	NA	8.84e-01	1.114	-0.1453917	-0.1620018	18.6	ALDH3A1	aldehyde dehydrogenase 3 family member A1
100131943	NA	2.62e-02	0.651	2.2239683	1.4485363	13.41	LOC100131943	uncharacterized LOC100131943
105371579	NA	5.65e-01	1.058	-0.5760824	-0.609583	11.74	LOC105371579	
347716	NA	5.26e-01	0.389	0.6345538	0.2467146	201.67	USP32P3	ubiquitin specific peptidase 32 pseudogene 3
100996259	NA	6.02e-01	0.654	0.5214218	0.3407751	14.77	FAM106B	family with sequence similarity 106 member B
100996294	NA	7.17e-01	0.978	0.3630628	0.3552439	12.03	LOC100996294	uncharacterized LOC100996294
339184	NA	2.82e-01	0.469	1.0754404	0.5047498	25.54	CCDC144NL	CCDC144A N-terminal pseudogene
440416	NA	9.86e-01	0.583	-0.0175481	-0.0102245	34.53	CCDC144NL-AS1	CCDC144NL antisense RNA 1
339260	NA	9.60e-01	0.796	-0.0498942	-0.0396921	15.26	LOC339260	uncharacterized LOC339260
25979	NA	8.42e-01	0.671	0.1994548	0.1337901	40.48	DHRS7B	dehydrogenase/reductase 7B
8834	NA	7.84e-01	0.403	-0.274562	-0.1105661	29.76	TMEM11	transmembrane protein 11
107984969	NA	1.57e-01	0.619	1.4140871	0.8760223	28.01	TMEM11-DT	TMEM11 divergent transcript
256302	NA	7.96e-01	0.427	0.258078	0.1102799	46.08	NATD1	N-acetyltransferase domain containing 1
5606	NA	9.10e-01	0.482	-0.1125865	-0.0542923	55.84	MAP2K3	mitogen-activated protein kinase kinase 3
3768	NA	5.02e-01	0.543	-0.670731	-0.3641091	52.91	KCNJ12	potassium inwardly rectifying channel subfamily J member 12
105371589	NA	3.00e-01	0.463	1.0368477	0.4798422	76.69	LOC105371589	uncharacterized LOC105371589
101930665	NA	3.54e-01	1.271	0.927261	1.1784025	13.7	LOC101930665	uncharacterized LOC101930665
100134444	NA	4.21e-01	0.83	-0.8053172	-0.6682687	16.14	KCNJ18	potassium inwardly rectifying channel subfamily J member 18
23666	NA	7.15e-01	0.415	-0.3651065	-0.1516323	45.62	UBBP4	ubiquitin B pseudogene 4
440419	NA	7.40e-01	1.198	-0.3323977	-0.3982643	17.03	TBC1D3P5	TBC1 domain family member 3 pseudogene 5
3965	NA	6.31e-01	0.508	0.4801553	0.243967	45.71	LGALS9	galectin 9
4843	NA	9.19e-01	0.586	0.10172	0.0596491	40.89	NOS2	nitric oxide synthase 2
201229	NA	4.72e-01	0.328	-0.7198108	-0.2362849	122.39	LYRM9	LYR motif containing 9
105371709	NA	8.46e-01	0.48	-0.1947349	-0.0934383	23.76	LOC105371709	uncharacterized LOC105371709
102724517	NA	2.12e-01	0.652	1.2474593	0.8135839	45.69	LOC102724517	uncharacterized LOC102724517
105371711	NA	3.46e-01	0.885	0.9424233	0.8336655	13.53	LOC105371711	uncharacterized LOC105371711
101926984	NA	7.28e-01	0.841	-0.3474488	-0.2922886	36.22	LOC101926984	leucine-rich repeat-containing protein 37A3
27346	NA	6.41e-01	0.545	-0.4666943	-0.2544768	45.51	TMEM97	transmembrane protein 97
90410	NA	7.17e-01	0.397	0.3623525	0.1436983	65.75	IFT20	intraflagellar transport 20
7126	NA	9.07e-01	0.299	-0.1168273	-0.03496	189.65	TNFAIP1	TNF alpha induced protein 1
26073	NA	6.26e-01	0.315	-0.4879121	-0.1536739	130.31	POLDIP2	DNA polymerase delta interacting protein 2
147007	NA	6.46e-01	0.371	0.4594378	0.1706191	52.11	TMEM199	transmembrane protein 199
7448	NA	8.36e-01	0.781	0.2064828	0.1611707	16.55	VTN	vitronectin
23098	NA	6.38e-01	0.233	-0.4704985	-0.10985	159.41	SARM1	sterile alpha and TIR motif containing 1
113235	NA	7.01e-01	0.264	0.3845395	0.1014895	109.31	SLC46A1	solute carrier family 46 member 1
9058	NA	7.00e-01	1.079	0.385601	0.4159674	19.96	SLC13A2	solute carrier family 13 member 2
8456	NA	9.73e-01	1.216	-0.033592	-0.0408316	19.1	FOXN1	forkhead box N1
9094	NA	2.21e-01	0.404	1.2233352	0.4945354	74.9	UNC119	unc-119 lipid binding chaperone
94005	NA	6.09e-01	0.307	0.5112137	0.1568556	104.57	PIGS	phosphatidylinositol glycan anchor biosynthesis class S
10615	NA	8.75e-01	0.249	-0.1577578	-0.0392795	143.21	SPAG5	sperm associated antigen 5
100506436	NA	6.89e-01	0.371	0.3999377	0.1483787	41.88	SPAG5-AS1	SPAG5 antisense RNA 1
124923	NA	3.84e-02	0.316	2.0708303	0.6551279	170.52	RSKR	ribosomal protein S6 kinase related
6388	NA	9.75e-01	0.519	-0.031309	-0.0162516	29.25	SDF2	stromal cell derived factor 2
147011	NA	6.92e-01	0.527	-0.3962576	-0.2088598	34.05	PROCA1	protein interacting with cyclin A1
83871	NA	8.07e-02	0.556	1.7468839	0.9711192	37.75	RAB34	RAB34, member RAS oncogene family
116238	NA	9.86e-01	0.472	-0.0169395	-0.0079974	25.99	TLCD1	TLC domain containing 1
284086	NA	6.22e-01	0.759	0.4928484	0.373982	39.23	NEK8	NIMA related kinase 8
9618	NA	6.65e-01	0.536	0.4323523	0.2317714	70.36	TRAF4	TNF receptor associated factor 4
55731	NA	2.60e-01	0.239	1.1252807	0.2691101	173.99	FAM222B	family with sequence similarity 222 member B
26284	NA	5.57e-01	0.318	-0.5869576	-0.1865653	71.31	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
147015	NA	4.28e-01	0.622	-0.7924633	-0.4930917	19.99	DHRS13	dehydrogenase/reductase 13
57649	NA	6.90e-01	0.268	-0.399435	-0.1070781	203.02	PHF12	PHD finger protein 12
105371716	NA	7.83e-01	0.773	0.2759646	0.2134215	31.83	LOC105371716	uncharacterized LOC105371716
124925	NA	2.10e-01	0.356	-1.2548657	-0.4473368	135.93	SEZ6	seizure related 6 homolog
51268	NA	8.57e-01	0.493	-0.1801684	-0.0888113	43.24	PIPOX	pipecolic acid and sarcosine oxidase
9220	NA	3.87e-01	0.473	-0.8643153	-0.408817	65.31	TIAF1	replaced by ID 399687
1411	NA	3.90e-01	0.796	0.8588335	0.6839603	15.6	CRYBA1	crystallin beta A1
116236	NA	9.74e-01	0.578	0.032054	0.0185168	27.14	ABHD15	abhydrolase domain containing 15
90313	NA	5.70e-01	0.559	0.5687182	0.3178645	29.7	TP53I13	tumor protein p53 inducible protein 13
124930	NA	9.37e-01	0.364	-0.0784348	-0.0285233	101.96	ANKRD13B	ankyrin repeat domain 13B
84940	NA	7.05e-01	0.426	0.37846	0.1612719	172.16	CORO6	coronin 6
374786	NA	8.98e-01	0.561	-0.1279482	-0.07174	69.9	EFCAB5	EF-hand calcium binding domain 5
6532	NA	4.18e-01	0.674	0.8094025	0.545865	19.71	SLC6A4	solute carrier family 6 member 4
642	NA	5.11e-01	0.514	0.657472	0.3376723	55.13	BLMH	bleomycin hydrolase
9527	NA	8.54e-01	0.257	0.1834635	0.0471507	205.83	GOSR1	golgi SNAP receptor complex member 1
107133515	NA	3.04e-01	0.336	1.0274053	0.3448415	119.31	SMURF2P1-LRRC37BP1	SMURF2P1-LRRC37BP1 readthrough transcribed pseudogene
6459	NA	7.41e-01	0.686	-0.330001	-0.22623	20.86	SH3GL1P2	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2
105371723	NA	8.92e-01	0.842	0.1355838	0.1141935	14.65	LOC105371723	uncharacterized LOC105371723
51379	NA	2.90e-01	0.431	1.057097	0.4557493	194.23	CRLF3	cytokine receptor like factor 3
79915	NA	5.13e-01	0.358	0.6536257	0.2339688	121.2	ATAD5	ATPase family AAA domain containing 5
79736	NA	7.07e-01	0.47	0.3753289	0.1764263	63.55	TEFM	transcription elongation factor, mitochondrial
55803	NA	1.71e-01	0.486	1.3677982	0.6644324	61.77	ADAP2	ArfGAP with dual PH domains 2
84282	NA	6.00e-01	0.503	-0.5240973	-0.2636263	32.56	RNF135	ring finger protein 135
107984974	NA	9.46e-01	0.347	-0.0671773	-0.0233275	130.12	LOC107984974	SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene
646030	NA	4.15e-01	0.782	0.8150599	0.6373475	10.35	LOC646030	leucine rich repeat containing 37B pseudogene
101927057	NA	5.02e-01	0.607	0.6721021	0.4081774	18.16	LOC101927057	uncharacterized LOC101927057
2124	NA	5.80e-01	0.521	-0.5534773	-0.2882715	76.87	EVI2B	ecotropic viral integration site 2B
2123	NA	4.59e-01	0.506	-0.7404385	-0.3748371	178.2	EVI2A	ecotropic viral integration site 2A
55352	NA	4.31e-02	0.381	-2.0228102	-0.7705989	85.22	COPRS	coordinator of PRMT5 and differentiation stimulator
55813	NA	9.36e-01	0.307	-0.0805311	-0.0247089	194.08	UTP6	UTP6 small subunit processome component
6458	NA	6.55e-01	0.405	-0.446171	-0.1807259	46.96	SH3GL1P1	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1
107985082	NA	8.04e-01	0.617	0.2484637	0.1531915	13.89	LOC107985082	
102724625	NA	4.90e-01	0.839	0.6899878	0.5787849	10.38	LOC102724625	uncharacterized LOC102724625
105371730	NA	9.54e-01	0.881	-0.057598	-0.0507172	9.58	LOC105371730	uncharacterized LOC105371730
503640	NA	5.53e-01	0.776	0.5932125	0.4603817	11.54	ARGFXP2	arginine-fifty homeobox pseudogene 2
105371731	NA	9.78e-01	1.21	-0.0279593	-0.0338384	9.14	LOC105371731	uncharacterized LOC105371731
162494	NA	2.83e-02	0.313	-2.1933882	-0.6871356	138.54	RHBDL3	rhomboid like 3
64149	NA	7.68e-01	0.323	0.2944978	0.0951358	110.08	C17orf75	chromosome 17 open reading frame 75
107985012	NA	9.26e-01	0.717	0.0925209	0.0663523	17.07	LOC107985012	uncharacterized LOC107985012
26022	NA	5.51e-02	0.463	-1.9184758	-0.8886284	144.68	TMEM98	transmembrane protein 98
102724731	NA	6.52e-01	0.807	-0.4513904	-0.36406	17.4	LOC102724731	
40	NA	3.55e-02	0.332	-2.1027673	-0.6991073	66.25	ASIC2	acid sensing ion channel subunit 2
105371737	NA	3.74e-01	0.756	-0.8881409	-0.6716731	19.67	LOC105371737	uncharacterized LOC105371737
100506677	NA	7.52e-01	1.012	-0.3155188	-0.3193636	10.08	AA06	uncharacterized LOC100506677
112268206	NA	7.29e-01	0.857	0.3469555	0.2972451	15.43	LOC112268206	uncharacterized LOC112268206
147004	NA	6.61e-01	0.364	-0.438153	-0.1595072	153.61	LOC147004	uncharacterized LOC147004
107985038	NA	4.36e-01	0.598	-0.7790184	-0.4655341	28.94	LOC107985038	uncharacterized LOC107985038
107987247	NA	4.92e-01	0.494	0.6864808	0.3392654	50.22	LOC107987247	uncharacterized LOC107987247
107985035	NA	6.77e-01	0.421	0.4161943	0.1750597	85.96	LOC107985035	uncharacterized LOC107985035
107985036	NA	6.46e-01	0.6	0.4586303	0.2752116	29.4	LOC107985036	uncharacterized LOC107985036
107985039	NA	2.77e-01	0.861	1.0867347	0.9360519	14.16	LOC107985039	
6347	NA	1.67e-02	0.712	2.3924828	1.704387	39.11	CCL2	C-C motif chemokine ligand 2
400591	NA	1.89e-01	0.69	1.3136138	0.9059258	24.54	TMEM132E-DT	TMEM132E divergent transcript
124842	NA	8.37e-01	0.47	-0.2056955	-0.0965875	49.05	TMEM132E	transmembrane protein 132E
105371742	NA	6.77e-01	0.849	0.4160115	0.3531986	23.14	LOC105371742	uncharacterized LOC105371742
10693	NA	2.93e-01	0.682	-1.0521103	-0.7175542	31.69	CCT6B	chaperonin containing TCP1 subunit 6B
91603	NA	7.69e-04	0.351	-3.3636781	-1.1797883	47.88	ZNF830	zinc finger protein 830
117584	NA	9.93e-01	0.357	0.0093121	0.0033209	167.26	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
100529207	NA	9.68e-01	0.395	0.0396784	0.0156737	91.13	RAD51L3-RFFL	RAD51L3-RFFL readthrough
5892	NA	3.37e-01	0.281	-0.9593084	-0.2694656	101.96	RAD51D	RAD51 paralog D
54752	NA	2.17e-01	0.867	1.2343503	1.0707599	5.98	FNDC8	fibronectin type III domain containing 8
54475	NA	5.97e-01	0.386	0.5285227	0.2042438	61.75	NLE1	notchless homolog 1
146862	NA	9.33e-01	1.702	0.0839948	0.1429489	21.59	UNC45B	unc-45 myosin chaperone B
105371932	NA	2.99e-01	0.818	-1.0395935	-0.8503541	7.45	LOC105371932	uncharacterized LOC105371932
162394	NA	7.37e-01	0.405	0.3361077	0.1359801	140.21	SLFN5	schlafen family member 5
91607	NA	7.68e-01	0.369	0.2950634	0.1089669	64.03	SLFN11	schlafen family member 11
55106	NA	7.32e-01	0.619	0.342431	0.2118816	36.36	SLFN12	schlafen family member 12
146857	NA	4.86e-01	0.691	0.6964607	0.4815313	43.58	SLFN13	schlafen family member 13
100506736	NA	8.13e-01	0.977	0.236467	0.2309986	19.33	SLFN12L	schlafen family member 12 like
105371743	NA	4.58e-01	0.87	0.7421734	0.6458157	12.32	SNHG30	small nucleolar RNA host gene 30
5193	NA	6.31e-01	0.501	-0.4806437	-0.2408146	37	PEX12	peroxisomal biogenesis factor 12
91608	NA	8.92e-01	0.466	-0.1358188	-0.0633237	114.48	RASL10B	RAS like family 10 member B
246176	NA	1.91e-01	0.896	-1.3074746	-1.1716598	24.85	GAS2L2	growth arrest specific 2 like 2
79148	NA	2.09e-01	0.507	1.2559427	0.6371381	43.11	MMP28	matrix metallopeptidase 28
107985067	NA	8.26e-01	0.927	-0.2196095	-0.2036544	8.86	LOC107985067	
256957	NA	7.75e-01	0.732	0.2852571	0.2089304	20.04	HEATR9	HEAT repeat containing 9
100533789	NA	5.07e-01	0.935	0.6627954	0.6198572	25.02	LRRC37A8P	leucine rich repeat containing 37 member A8, pseudogene
414059	NA	5.00e-01	0.616	-0.6748379	-0.4157595	24.13	TBC1D3B	TBC1 domain family member 3B
102724862	NA	8.66e-01	0.526	-0.168496	-0.0886465	53.56	TBC1D3I	TBC1 domain family member 3I
101060321	NA	9.70e-01	0.536	0.037775	0.0202373	25.93	TBC1D3G	TBC1 domain family member 3G
729877	NA	5.57e-01	0.54	-0.5877719	-0.3171137	35.14	TBC1D3H	TBC1 domain family member 3H
84218	NA	5.41e-01	0.529	-0.6107428	-0.3233829	24.71	TBC1D3F	TBC1 domain family member 3F
100510707	NA	1.30e-01	0.966	-1.5143347	-1.4621944	17.96	TBC1D3JP	TBC1 domain family member 3J, pseudogene
9326	NA	8.13e-01	0.423	-0.2363597	-0.0998953	61.09	ZNHIT3	zinc finger HIT-type containing 3
80179	NA	7.62e-01	0.275	0.3026931	0.0831449	106.3	MYO19	myosin XIX
284098	NA	7.72e-01	0.779	0.2892391	0.2252371	17.43	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
79154	NA	4.95e-01	0.545	-0.6824952	-0.3718453	28.41	DHRS11	dehydrogenase/reductase 11
79922	NA	3.72e-01	0.586	-0.8923973	-0.5226539	37.47	MRM1	mitochondrial rRNA methyltransferase 1
105371750	NA	4.96e-01	0.55	0.6803465	0.3745001	51.56	LOC105371750	uncharacterized LOC105371750
102723471	NA	7.27e-01	1.255	-0.3488451	-0.4376756	11.24	LHX1-DT	LHX1 divergent transcript
26574	NA	1.61e-02	0.325	-2.4072048	-0.7831549	141.71	AATF	apoptosis antagonizing transcription factor
105371753	NA	4.92e-01	0.952	-0.6876586	-0.6543431	17.39	LOC105371753	uncharacterized LOC105371753
284099	NA	7.64e-01	0.616	0.3003698	0.1850927	32.35	C17orf78	chromosome 17 open reading frame 78
6871	NA	1.43e-01	0.31	-1.4649461	-0.4534456	166.87	TADA2A	transcriptional adaptor 2A
11072	NA	6.52e-01	0.366	-0.4511321	-0.1650139	45.04	DUSP14	dual specificity phosphatase 14
11056	NA	7.22e-01	0.352	0.3562028	0.1252168	136.46	DDX52	DExD-box helicase 52
105371756	NA	4.27e-01	0.989	-0.7943536	-0.785888	12.42	LOC105371756	uncharacterized LOC105371756
101060351	NA	8.50e-01	0.495	-0.1888791	-0.0934949	57.83	TBC1D3K	TBC1 domain family member 3K
101060376	NA	4.20e-01	0.456	-0.8072645	-0.3677157	40.28	TBC1D3L	TBC1 domain family member 3L
101060389	NA	6.96e-01	0.515	-0.3907875	-0.2013491	50.31	TBC1D3D	TBC1 domain family member 3D
414060	NA	5.99e-01	0.446	-0.5263593	-0.2349424	34.7	TBC1D3C	TBC1 domain family member 3C
101929950	NA	7.06e-01	0.469	0.3777277	0.1770715	27.76	LOC101929950	puromycin-sensitive aminopeptidase-like protein
102723859	NA	2.97e-01	0.351	-1.0436512	-0.3667516	67.5	TBC1D3E	TBC1 domain family member 3E
729873	NA	7.45e-01	0.537	-0.3250851	-0.174545	19.07	TBC1D3	TBC1 domain family member 3
440434	NA	5.76e-01	0.341	0.5596495	0.1908033	88.96	NPEPPSP1	NPEPPS pseudogene 1
84311	NA	6.69e-01	0.341	0.4274079	0.1459227	63.67	MRPL45	mitochondrial ribosomal protein L45
440435	NA	5.64e-01	0.461	0.5763401	0.265829	102.25	GPR179	G protein-coupled receptor 179
105371761	NA	8.34e-01	0.822	0.2089853	0.1717754	12.86	LOC105371761	uncharacterized LOC105371761
100170841	NA	8.45e-01	0.539	0.1951556	0.1052773	28.24	EPOP	elongin BC and polycomb repressive complex 2 associated protein
284106	NA	2.15e-01	0.349	-1.2403844	-0.4325811	53.12	CISD3	CDGSH iron sulfur domain 3
7703	NA	4.64e-01	0.391	0.7315844	0.2858473	56.7	PCGF2	polycomb group ring finger 2
100287808	NA	5.44e-01	0.798	0.6070721	0.4846677	10.29	LOC100287808	uncharacterized LOC100287808
5691	NA	5.56e-01	0.412	-0.5881491	-0.2425342	55.87	PSMB3	proteasome 20S subunit beta 3
54883	NA	3.30e-02	0.324	-2.1326054	-0.6907659	119.47	CWC25	CWC25 spliceosome associated protein homolog
100505576	NA	2.27e-01	0.356	-1.2086669	-0.430835	56.46	LINC00672	long intergenic non-protein coding RNA 672
342666	NA	7.09e-01	1.189	-0.3733991	-0.4441053	15.1	LRRC37A11P	leucine rich repeat containing 37 member A11, pseudogene
100131347	NA	8.14e-01	0.868	0.2355431	0.2044528	14.49	RDM1P5	RDM1 pseudogene 5
57125	NA	2.10e-01	0.415	1.2522261	0.5195964	86.59	PLXDC1	plexin domain containing 1
105371768	NA	6.24e-01	0.637	0.4902322	0.3121096	17.92	LOC105371768	uncharacterized LOC105371768
782	NA	7.05e-01	0.354	-0.3782814	-0.1338405	199.85	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
342667	NA	4.13e-02	0.478	-2.0403967	-0.975903	163.2	STAC2	SH3 and cysteine rich domain 2
101929578	NA	9.53e-01	0.976	-0.0584038	-0.0569831	9.38	LOC101929578	transcription factor CP2-like
4761	NA	7.83e-01	0.439	-0.2750533	-0.1206735	106.37	NEUROD2	neuronal differentiation 2
10948	NA	3.17e-01	0.337	0.9996824	0.3367116	114.42	STARD3	StAR related lipid transfer domain containing 3
8557	NA	3.52e-01	1.046	-0.9304332	-0.9731209	12.74	TCAP	titin-cap
93210	NA	5.02e-01	0.445	0.6721211	0.2991072	41.61	PGAP3	post-GPI attachment to proteins phospholipase 3
2064	NA	4.04e-02	0.395	2.0498546	0.8099673	109.4	ERBB2	erb-b2 receptor tyrosine kinase 2
84299	NA	6.55e-01	0.328	0.4463777	0.1464732	61.67	MIEN1	migration and invasion enhancer 1
22806	NA	6.98e-01	0.663	-0.388242	-0.2572914	34.78	IKZF3	IKAROS family zinc finger 3
55876	NA	2.03e-01	0.473	1.2739054	0.6029852	62.1	GSDMB	gasdermin B
94103	NA	7.19e-01	0.274	-0.3591952	-0.0984821	107.96	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3
100505591	NA	5.11e-01	0.812	0.6571926	0.533659	24.42	LRRC3C	leucine rich repeat containing 3C
284110	NA	7.96e-01	1.251	0.2584262	0.3232007	11.66	GSDMA	gasdermin A
5709	NA	1.42e-01	0.336	-1.4667029	-0.4927366	146.13	PSMD3	proteasome 26S subunit, non-ATPase 3
1440	NA	3.31e-01	1.081	0.9724998	1.0508799	17.76	CSF3	colony stimulating factor 3
9862	NA	2.31e-01	0.296	1.1967667	0.3543468	198.99	MED24	mediator complex subunit 24
990	NA	5.81e-01	0.702	0.5512322	0.3868278	36.22	CDC6	cell division cycle 6
5914	NA	5.87e-01	0.606	0.5429469	0.3287893	58.84	RARA	retinoic acid receptor alpha
105371934	NA	6.11e-01	0.804	0.5085643	0.4090914	24.02	LOC105371934	uncharacterized LOC105371934
125111	NA	8.12e-01	0.886	0.2374748	0.2104005	18.09	GJD3	gap junction protein delta 3
7153	NA	9.04e-01	0.912	-0.1203808	-0.1097342	21.79	TOP2A	DNA topoisomerase II alpha
3487	NA	3.95e-02	0.417	2.0591145	0.8591329	52.19	IGFBP4	insulin like growth factor binding protein 4
84951	NA	8.92e-01	1.127	0.1356784	0.1528696	22.54	TNS4	tensin 4
1236	NA	7.14e-01	0.986	-0.3658329	-0.3607858	18.42	CCR7	C-C motif chemokine receptor 7
125113	NA	8.15e-01	0.534	0.2344839	0.1251519	126.55	KRT222	keratin 222
3858	NA	7.82e-02	0.775	1.761502	1.364354	26.18	KRT10	keratin 10
147184	NA	7.43e-01	0.933	0.32841	0.306254	13.81	KRT10-AS1	KRT10 antisense RNA 1
3882	NA	4.95e-01	1.108	-0.6819316	-0.7554171	23.56	KRT32	keratin 32
3886	NA	9.32e-01	1.364	-0.0849291	-0.1158139	11.48	KRT35	keratin 35
3868	NA	7.87e-01	1.133	-0.2698852	-0.3058719	12.46	KRT16	keratin 16
3872	NA	3.98e-01	0.7	-0.8448558	-0.5913346	23.17	KRT17	keratin 17
284116	NA	9.42e-01	1.188	-0.0727756	-0.0864533	18.06	KRT42P	keratin 42, pseudogene
9001	NA	4.04e-01	0.469	0.8338252	0.3911469	101.34	HAP1	huntingtin associated protein 1
3728	NA	8.27e-01	0.448	0.2182925	0.0978623	72.05	JUP	junction plakoglobin
10609	NA	5.36e-01	0.651	-0.6181227	-0.4023017	33.68	P3H4	prolyl 3-hydroxylase family member 4 (inactive)
60681	NA	6.79e-01	0.542	-0.4133503	-0.2240961	54.11	FKBP10	FKBP prolyl isomerase 10
115024	NA	9.56e-01	0.393	-0.0555136	-0.021804	92.33	NT5C3B	5'-nucleotidase, cytosolic IIIB
317719	NA	7.97e-01	1.018	0.2575277	0.262265	11.8	KLHL10	kelch like family member 10
83538	NA	6.57e-01	0.376	0.4435826	0.1668735	39.79	ODAD4	outer dynein arm docking complex subunit 4
28511	NA	2.03e-01	0.563	1.2722419	0.7166532	51.2	NKIRAS2	NFKB inhibitor interacting Ras like 2
201181	NA	9.90e-02	0.792	1.6494953	1.3060405	6.47	ZNF385C	zinc finger protein 385C
110806298	NA	8.86e-01	0.643	-0.1431986	-0.0921263	18.32	C17orf113	chromosome 17 open reading frame 113
79132	NA	4.60e-01	0.652	-0.7390873	-0.4821399	35.16	DHX58	DExH-box helicase 58
105371781	NA	2.89e-01	0.817	1.0599338	0.8655759	19.65	RAB5C-AS1	RAB5C antisense RNA 1
23415	NA	4.39e-01	0.598	0.7744076	0.4627416	41.89	KCNH4	potassium voltage-gated channel subfamily H member 4
84514	NA	9.74e-01	0.435	-0.0324082	-0.014107	51.22	GHDC	GH3 domain containing
6776	NA	8.99e-01	0.38	0.1272934	0.0483723	60.78	STAT5A	signal transducer and activator of transcription 5A
284119	NA	6.76e-01	0.521	-0.4180034	-0.2177326	150.59	CAVIN1	caveolae associated protein 1
102725238	NA	9.31e-01	0.888	0.0869575	0.0772113	10.85	LOC102725238	uncharacterized LOC102725238
100847046	NA	5.27e-01	0.68	0.6331404	0.4305352	11.31	MIR5010	microRNA 5010
4669	NA	7.37e-01	0.519	-0.3357327	-0.1744013	48.89	NAGLU	N-acetyl-alpha-glucosaminidase
108783654	NA	2.17e-01	0.413	-1.23566	-0.5101061	34.68	HSD17B1-AS1	HSD17B1 antisense RNA 1
3292	NA	2.60e-01	0.522	-1.1271232	-0.5879569	18.54	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1
80347	NA	8.31e-01	0.373	0.2132771	0.0794479	75.63	COASY	Coenzyme A synthase
6945	NA	1.50e-01	0.279	1.4390896	0.4010739	66.06	MLX	MAX dimerization protein MLX
29893	NA	7.95e-01	0.463	0.2594955	0.1202085	34.78	PSMC3IP	PSMC3 interacting protein
162427	NA	2.51e-01	0.28	-1.1471767	-0.3211615	134.66	RETREG3	reticulophagy regulator family member 3
7283	NA	5.05e-01	0.355	-0.667321	-0.2367856	120.24	TUBG1	tubulin gamma 1
79990	NA	9.87e-01	0.545	0.0167709	0.0091372	35.42	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
2826	NA	7.73e-01	0.912	-0.287892	-0.2626843	9.48	CCR10	C-C motif chemokine receptor 10
100190938	NA	5.64e-01	0.709	0.5767215	0.4086492	22.88	RAMP2-AS1	RAMP2 antisense RNA 1
10266	NA	8.62e-01	0.726	-0.1740795	-0.1263478	20.51	RAMP2	receptor activity modifying protein 2
84313	NA	9.13e-01	0.462	0.1093924	0.0504885	34.22	VPS25	vacuolar protein sorting 25 homolog
65266	NA	9.01e-01	1.26	-0.1239539	-0.1561471	39.09	WNK4	WNK lysine deficient protein kinase 4
28958	NA	7.34e-01	0.451	-0.339865	-0.1532222	38.03	COA3	cytochrome c oxidase assembly factor 3
124817	NA	4.08e-01	0.413	0.8271826	0.3412838	41.52	CNTD1	cyclin N-terminal domain containing 1
8678	NA	8.24e-01	0.358	-0.2226531	-0.0797881	151.03	BECN1	beclin 1
10197	NA	5.20e-01	0.263	-0.6439014	-0.1692021	209.07	PSME3	proteasome activator subunit 3
314	NA	2.29e-01	0.606	1.2023349	0.7284266	22.21	AOC2	amine oxidase copper containing 2
8639	NA	7.17e-01	1.046	0.3630578	0.3796734	19.75	AOC3	amine oxidase copper containing 3
100885850	NA	2.52e-01	0.403	-1.1453088	-0.461034	36.99	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
80755	NA	1.69e-01	0.444	-1.3742993	-0.6098994	30.92	AARSD1	alanyl-tRNA synthetase domain containing 1
